query	config	error	httprequests	firstresult	lastresult	termination	diefficiency	restarts
interactive short 4.3	timeout 1000 void	true	259			1.884		0
interactive short 4.3	timeout 1000	true	112			2.926		0
interactive short 4.3	timeout 10000 void simple	true	1006			13.442		0
interactive short 4.3	timeout 10000 void	false	766	0.936	0.936	7.301	0.468	0
interactive short 4.3	timeout 10000	false	843	4.767	4.767	5.676	2.384	0
interactive short 4.3	timeout 2000 void simple	true	653			4.799		0
interactive short 4.3	timeout 2000 void	true	233			3.069		0
interactive short 4.3	timeout 2000	true	112			2.593		0
interactive short 4.3	timeout 20000 void simple	true	768			18.186		0
interactive short 4.3	timeout 20000 void	false	527	9.15	9.15	10.291	4.575	0
interactive short 4.3	timeout 20000	false	580	5.088	5.088	6.45	2.544	0
interactive short 4.3	timeout 5000 void simple	true	977			7.878		0
interactive short 4.3	timeout 5000 void	true	402			5.909		0
interactive short 4.3	timeout 5000	true	498			5.674		0
interactive short 4.4	baseline	false	1	0.0	0.0	0.0	0.0	0
interactive short 4.4	cardinality once void simple	false	1048	26.29	26.29	28.342	13.145	0
interactive short 4.4	cardinality once void	false	1	0.012	0.012	0.013	0.006	0
interactive short 4.4	cardinality once	false	1	0.017	0.017	0.018	0.009	0
interactive short 4.4	cardinality unlimited void simple	false	1109	16.154	16.154	16.959	8.077	0
interactive short 4.4	cardinality unlimited void	false	1	0.017	0.017	0.017	0.009	0
interactive short 4.4	cardinality unlimited	false	1	0.015	0.015	0.016	0.007	0
interactive short 4.4	overhead simple	false	1	0.002	0.002	0.003	0.001	0
interactive short 4.4	overhead	false	1	0.001	0.001	0.001	0.001	0
interactive short 4.4	timeout 100 void simple	true	82			0.769		0
interactive short 4.4	timeout 100 void	true	235			0.752		0
interactive short 4.4	timeout 100	true	268			1.085		0
interactive short 4.4	timeout 1000 void simple	true	621			3.293		0
interactive short 4.4	timeout 1000 void	true	75			1.792		0
interactive short 4.4	timeout 1000	true	478			2.374		0
interactive short 4.4	timeout 10000 void simple	true	651			14.628		0
interactive short 4.4	timeout 10000 void	false	344	0.593	0.593	4.491	0.296	0
interactive short 4.4	timeout 10000	false	1130	6.671	6.671	6.957	3.336	0
interactive short 4.4	timeout 2000 void simple	true	404			3.327		0
interactive short 4.4	timeout 2000 void	true	240			3.24		0
interactive short 4.4	timeout 2000	true	408			3.193		0
interactive short 4.4	timeout 20000 void simple	true	1281			22.603		0
interactive short 4.4	timeout 20000 void	false	705	10.164	10.164	10.261	5.082	0
interactive short 4.4	timeout 20000	false	566	10.157	10.157	10.377	5.079	0
interactive short 4.4	timeout 5000 void simple	true	487			7.094		0
interactive short 4.4	timeout 5000 void	true	500			5.636		0
interactive short 4.4	timeout 5000	false	490	1.202	1.202	5.607	0.601	0
interactive short 5.0	baseline	false	266	1.086	1.086	2.788	0.543	0
interactive short 5.0	cardinality once void simple	true	0			0		0
interactive short 5.0	cardinality once void	false	266	1.093	1.093	3.141	0.546	0
interactive short 5.0	cardinality once	false	266	0.083	0.083	3.283	0.042	0
interactive short 5.0	cardinality unlimited void simple	false	4614	53.464	53.464	66.128	26.732	0
interactive short 5.0	cardinality unlimited void	false	266	3.012	3.012	3.029	1.506	0
interactive short 5.0	cardinality unlimited	false	266	1.841	1.841	2.624	0.92	0
interactive short 5.0	overhead simple	false	266	0.081	0.081	3.041	0.041	0
interactive short 5.0	overhead	false	266	0.898	0.898	3.087	0.449	0
interactive short 5.0	timeout 100 void simple	true	309			1.522		0
interactive short 5.0	timeout 100 void	true	244			1.05		0
interactive short 5.0	timeout 100	true	262			0.711		0
interactive short 5.0	timeout 1000 void simple	true	288			3.498		0
interactive short 5.0	timeout 1000 void	true	100			1.875		0
interactive short 5.0	timeout 1000	true	273			2.38		0
interactive short 5.0	timeout 10000 void simple	true	658			13.176		0
interactive short 5.0	timeout 10000 void	true	875			11.689		0
interactive short 5.0	timeout 10000	true	936			12.392		0
interactive short 5.0	timeout 2000 void simple	true	307			3.428		0
interactive short 5.0	timeout 2000 void	true	443			4.039		0
interactive short 5.0	timeout 2000	true	277			2.809		0
interactive short 5.0	timeout 20000 void simple	true	695			18.209		0
interactive short 5.0	timeout 20000 void	false	1824	9.131	9.131	23.726	4.566	0
interactive short 5.0	timeout 20000	false	1554	13.538	13.538	21.534	6.769	0
interactive short 5.0	timeout 5000 void simple	true	690			9.515		0
interactive short 5.0	timeout 5000 void	true	360			6.908		0
interactive short 5.0	timeout 5000	false	901	1.711	1.711	5.831	0.856	0
interactive short 5.1	baseline	false	557	0.073	0.073	5.446	0.036	0
interactive short 5.1	cardinality once void simple	true	0			0		0
interactive short 5.1	cardinality once void	false	557	1.946	1.946	6.217	0.973	0
interactive short 5.1	cardinality once	false	557	2.256	2.256	5.718	1.128	0
interactive short 5.1	cardinality unlimited void simple	true	0			0		0
interactive short 5.1	cardinality unlimited void	false	557	0.092	0.092	5.688	0.046	0
interactive short 5.1	cardinality unlimited	false	557	3.387	3.387	4.945	1.694	0
interactive short 5.1	overhead simple	false	557	0.095	0.095	5.702	0.048	0
interactive short 5.1	overhead	false	557	0.082	0.082	5.432	0.041	0
interactive short 5.1	timeout 100 void simple	true	40			1.496		0
interactive short 5.1	timeout 100 void	true	92			0.574		0
interactive short 5.1	timeout 100	true	72			0.7		0
interactive short 5.1	timeout 1000 void simple	true	635			5.138		0
interactive short 5.1	timeout 1000 void	true	463			2.957		0
interactive short 5.1	timeout 1000	true	215			1.945		0
interactive short 5.1	timeout 10000 void simple	true	1019			12.439		0
interactive short 5.1	timeout 10000 void	true	890			11.029		0
interactive short 5.1	timeout 10000	false	1101	4.874	4.874	10.358	2.437	0
interactive short 5.1	timeout 2000 void simple	true	377			4.462		0
interactive short 5.1	timeout 2000 void	true	250			3.555		0
interactive short 5.1	timeout 2000	true	179			2.601		0
interactive short 5.1	timeout 20000 void simple	true	1440			23.106		0
interactive short 5.1	timeout 20000 void	false	1701	5.712	5.712	20.189	2.856	0
interactive short 5.1	timeout 20000	false	1582	7.324	7.324	21.616	3.662	0
interactive short 5.1	timeout 5000 void simple	true	806			9.235		0
interactive short 5.1	timeout 5000 void	true	615			6.839		0
interactive short 5.1	timeout 5000	true	1			3.881		0
interactive short 5.2	baseline	false	2287	0.079	0.079	18.019	0.04	0
interactive short 5.2	cardinality once void simple	false	6848	36.496	36.496	53.031	18.248	0
interactive short 5.2	cardinality once void	false	6852	37.875	37.875	54.984	18.938	0
interactive short 5.2	cardinality once	false	6850	13.258	13.258	31.925	6.629	0
interactive short 5.2	cardinality unlimited void simple	false	4566	29.649	29.649	52.012	14.825	0
interactive short 5.2	cardinality unlimited void	false	6850	11.605	11.605	30.238	5.803	0
interactive short 5.2	cardinality unlimited	false	2287	11.846	11.846	28.996	5.923	0
interactive short 5.2	overhead simple	false	2287	0.077	0.077	18.687	0.038	0
interactive short 5.2	overhead	false	2287	0.087	0.087	19.013	0.043	0
interactive short 5.2	timeout 100 void simple	true	22			1.416		0
interactive short 5.2	timeout 100 void	true	164			0.817		0
interactive short 5.2	timeout 100	true	57			0.507		0
interactive short 5.2	timeout 1000 void simple	true	679			3.942		0
interactive short 5.2	timeout 1000 void	true	117			1.984		0
interactive short 5.2	timeout 1000	true	75			2.443		0
interactive short 5.2	timeout 10000 void simple	true	1019			13.822		0
interactive short 5.2	timeout 10000 void	true	1283			12.764		0
interactive short 5.2	timeout 10000	true	559			13.139		0
interactive short 5.2	timeout 2000 void simple	true	477			4.469		0
interactive short 5.2	timeout 2000 void	true	369			3.009		0
interactive short 5.2	timeout 2000	true	501			4.121		0
interactive short 5.2	timeout 20000 void simple	true	1579			24.118		0
interactive short 5.2	timeout 20000 void	false	1484	7.905	7.905	14.762	3.953	0
interactive short 5.2	timeout 20000	false	1826	7.144	7.144	13.918	3.572	0
interactive short 5.2	timeout 5000 void simple	true	553			9.803		0
interactive short 5.2	timeout 5000 void	true	673			5.953		0
interactive short 5.2	timeout 5000	true	641			6.621		0
interactive short 5.3	baseline	false	24	0.194	0.194	0.366	0.097	0
interactive short 5.3	cardinality once void simple	false	24	0.301	0.301	0.302	0.15	0
interactive short 5.3	cardinality once void	false	24	0.208	0.208	0.274	0.104	0
interactive short 5.3	cardinality once	false	24	0.297	0.297	0.298	0.148	0
interactive short 5.3	cardinality unlimited void simple	false	24	1.973	1.973	2.102	0.987	0
interactive short 5.3	cardinality unlimited void	false	24	0.249	0.249	0.308	0.124	0
interactive short 5.3	cardinality unlimited	false	24	0.247	0.247	0.31	0.123	0
interactive short 5.3	overhead simple	false	24	0.255	0.255	0.327	0.128	0
interactive short 5.3	overhead	false	24	0.182	0.182	0.313	0.091	0
interactive short 5.3	timeout 100 void simple	true	61			0.922		0
interactive short 5.3	timeout 100 void	true	418			1.741		0
interactive short 5.3	timeout 100	true	124			0.292		0
interactive short 5.3	timeout 1000 void simple	true	433			3.778		0
interactive short 5.3	timeout 1000 void	true	255			2.025		0
interactive short 5.3	timeout 1000	true	416			2.763		0
interactive short 5.3	timeout 10000 void simple	true	1188			15.5		0
interactive short 5.3	timeout 10000 void	true	1146			8.05		0
interactive short 5.3	timeout 10000	true	1204			11.918		0
interactive short 5.3	timeout 2000 void simple	true	827			5.199		0
interactive short 5.3	timeout 2000 void	true	510			3.806		0
interactive short 5.3	timeout 2000	true	339			2.582		0
interactive short 5.3	timeout 20000 void simple	true	1995			24.161		0
interactive short 5.3	timeout 20000 void	false	1415	7.027	7.027	21.691	3.514	0
interactive short 5.3	timeout 20000	false	1483	3.965	3.965	20.985	1.982	0
interactive short 5.3	timeout 5000 void simple	true	495			8.364		0
interactive short 5.3	timeout 5000 void	true	723			6.581		0
interactive short 5.3	timeout 5000	true	621			5.456		0
interactive short 5.4	baseline	false	239	0.049	0.049	1.741	0.025	0
interactive short 5.4	cardinality once void simple	false	239	0.622	0.622	1.902	0.311	0
interactive short 5.4	cardinality once void	false	239	0.063	0.063	1.818	0.032	0
interactive short 5.4	cardinality once	false	239	0.694	0.694	1.93	0.347	0
interactive short 5.4	cardinality unlimited void simple	false	239	1.968	1.968	8.027	0.984	0
interactive short 5.4	cardinality unlimited void	false	239	0.635	0.635	1.852	0.318	0
interactive short 5.4	cardinality unlimited	false	239	0.068	0.068	1.735	0.034	0
interactive short 5.4	overhead simple	false	239	0.056	0.056	1.868	0.028	0
interactive short 5.4	overhead	false	239	0.051	0.051	1.949	0.025	0
interactive short 5.4	timeout 100 void simple	true	145			0.555		0
interactive short 5.4	timeout 100 void	true	285			1.301		0
interactive short 5.4	timeout 100	true	263			0.924		0
interactive short 5.4	timeout 1000 void simple	true	717			5.252		0
interactive short 5.4	timeout 1000 void	true	148			2.225		0
interactive short 5.4	timeout 1000	true	355			2.276		0
interactive short 5.4	timeout 10000 void simple	true	1311			15.432		0
interactive short 5.4	timeout 10000 void	false	1032	5.288	5.288	11.21	2.644	0
interactive short 5.4	timeout 10000	true	1127			13.108		0
interactive short 5.4	timeout 2000 void simple	true	790			3.502		0
interactive short 5.4	timeout 2000 void	true	380			3.285		0
interactive short 5.4	timeout 2000	true	408			2.919		0
interactive short 5.4	timeout 20000 void simple	true	2016			28.845		0
interactive short 5.4	timeout 20000 void	true	1603			20.326		0
interactive short 5.4	timeout 20000	false	1531	7.224	7.224	20.105	3.612	0
interactive short 5.4	timeout 5000 void simple	true	1121			9.812		0
interactive short 5.4	timeout 5000 void	true	666			7.46		0
interactive short 5.4	timeout 5000	true	788			5.068		0
interactive short 6.0	baseline	true	0			0		0
interactive short 6.0	cardinality once void simple	true	0			0		0
interactive short 6.0	cardinality once void	true	0			0		0
interactive short 6.0	cardinality once	true	0			0		0
interactive short 6.0	cardinality unlimited void simple	true	0			0		0
interactive short 6.0	cardinality unlimited void	true	0			0		0
interactive short 6.0	cardinality unlimited	true	0			0		0
interactive short 6.0	overhead simple	true	0			0		0
interactive short 6.0	overhead	true	0			0		0
interactive short 6.0	timeout 100 void simple	true	0			0		0
interactive short 6.0	timeout 100 void	true	0			0		0
interactive short 6.0	timeout 100	true	0			0		0
interactive short 6.0	timeout 1000 void simple	true	0			0		0
interactive short 6.0	timeout 1000 void	true	0			0		0
interactive short 6.0	timeout 1000	true	0			0		0
interactive short 6.0	timeout 10000 void simple	true	0			0		0
interactive short 6.0	timeout 10000 void	true	0			0		0
interactive short 6.0	timeout 10000	true	0			0		0
interactive short 6.0	timeout 2000 void simple	true	0			0		0
interactive short 6.0	timeout 2000 void	true	0			0		0
interactive short 6.0	timeout 2000	true	0			0		0
interactive short 6.0	timeout 20000 void simple	true	0			0		0
interactive short 6.0	timeout 20000 void	true	0			0		0
interactive short 6.0	timeout 20000	true	0			0		0
interactive short 6.0	timeout 5000 void simple	true	0			0		0
interactive short 6.0	timeout 5000 void	true	0			0		0
interactive short 6.0	timeout 5000	true	0			0		0
interactive short 6.1	baseline	true	0			0		0
interactive short 6.1	cardinality once void simple	true	0			0		0
interactive short 6.1	cardinality once void	true	0			0		0
interactive short 6.1	cardinality once	true	0			0		0
interactive short 6.1	cardinality unlimited void simple	true	0			0		0
interactive short 6.1	cardinality unlimited void	true	0			0		0
interactive short 6.1	cardinality unlimited	true	0			0		0
interactive short 6.1	overhead simple	true	0			0		0
interactive short 6.1	overhead	true	0			0		0
interactive short 6.1	timeout 100 void simple	true	0			0		0
interactive short 6.1	timeout 100 void	true	0			0		0
interactive short 6.1	timeout 100	true	0			0		0
interactive short 6.1	timeout 1000 void simple	true	0			0		0
interactive short 6.1	timeout 1000 void	true	0			0		0
interactive short 6.1	timeout 1000	true	0			0		0
interactive short 6.1	timeout 10000 void simple	true	0			0		0
interactive short 6.1	timeout 10000 void	true	0			0		0
interactive short 6.1	timeout 10000	true	0			0		0
interactive short 6.1	timeout 2000 void simple	true	0			0		0
interactive short 6.1	timeout 2000 void	true	0			0		0
interactive short 6.1	timeout 2000	true	0			0		0
interactive short 6.1	timeout 20000 void simple	true	0			0		0
interactive short 6.1	timeout 20000 void	true	0			0		0
interactive short 6.1	timeout 20000	true	0			0		0
interactive short 6.1	timeout 5000 void simple	true	0			0		0
interactive short 6.1	timeout 5000 void	true	0			0		0
interactive short 6.1	timeout 5000	true	0			0		0
interactive short 6.2	baseline	true	0			0		0
interactive short 6.2	cardinality once void simple	true	0			0		0
interactive short 6.2	cardinality once void	true	0			0		0
interactive short 6.2	cardinality once	true	0			0		0
interactive short 6.2	cardinality unlimited void simple	true	0			0		0
interactive short 6.2	cardinality unlimited void	true	0			0		0
interactive short 6.2	cardinality unlimited	true	0			0		0
interactive short 6.2	overhead simple	true	0			0		0
interactive short 6.2	overhead	true	0			0		0
interactive short 6.2	timeout 100 void simple	true	0			0		0
interactive short 6.2	timeout 100 void	true	0			0		0
interactive short 6.2	timeout 100	true	0			0		0
interactive short 6.2	timeout 1000 void simple	true	0			0		0
interactive short 6.2	timeout 1000 void	true	0			0		0
interactive short 6.2	timeout 1000	true	0			0		0
interactive short 6.2	timeout 10000 void simple	true	0			0		0
interactive short 6.2	timeout 10000 void	true	0			0		0
interactive short 6.2	timeout 10000	true	0			0		0
interactive short 6.2	timeout 2000 void simple	true	0			0		0
interactive short 6.2	timeout 2000 void	true	0			0		0
interactive short 6.2	timeout 2000	true	0			0		0
interactive short 6.2	timeout 20000 void simple	true	0			0		0
interactive short 6.2	timeout 20000 void	true	0			0		0
interactive short 6.2	timeout 20000	true	0			0		0
interactive short 6.2	timeout 5000 void simple	true	0			0		0
interactive short 6.2	timeout 5000 void	true	0			0		0
interactive short 6.2	timeout 5000	true	0			0		0
interactive short 6.3	baseline	true	0			0		0
interactive short 6.3	cardinality once void simple	true	0			0		0
interactive short 6.3	cardinality once void	true	0			0		0
interactive short 6.3	cardinality once	true	0			0		0
interactive short 6.3	cardinality unlimited void simple	true	0			0		0
interactive short 6.3	cardinality unlimited void	true	0			0		0
interactive short 6.3	cardinality unlimited	true	0			0		0
interactive short 6.3	overhead simple	true	0			0		0
interactive short 6.3	overhead	true	0			0		0
interactive short 6.3	timeout 100 void simple	true	0			0		0
interactive short 6.3	timeout 100 void	true	0			0		0
interactive short 6.3	timeout 100	true	0			0		0
interactive short 6.3	timeout 1000 void simple	true	0			0		0
interactive short 6.3	timeout 1000 void	true	0			0		0
interactive short 6.3	timeout 1000	true	0			0		0
interactive short 6.3	timeout 10000 void simple	true	0			0		0
interactive short 6.3	timeout 10000 void	true	0			0		0
interactive short 6.3	timeout 10000	true	0			0		0
interactive short 6.3	timeout 2000 void simple	true	0			0		0
interactive short 6.3	timeout 2000 void	true	0			0		0
interactive short 6.3	timeout 2000	true	0			0		0
interactive short 6.3	timeout 20000 void simple	true	0			0		0
interactive short 6.3	timeout 20000 void	true	0			0		0
interactive short 6.3	timeout 20000	true	0			0		0
interactive short 6.3	timeout 5000 void simple	true	0			0		0
interactive short 6.3	timeout 5000 void	true	0			0		0
interactive short 6.3	timeout 5000	true	0			0		0
interactive short 6.4	baseline	true	0			0		0
interactive short 6.4	cardinality once void simple	true	0			0		0
interactive short 6.4	cardinality once void	true	0			0		0
interactive short 6.4	cardinality once	true	0			0		0
interactive short 6.4	cardinality unlimited void simple	true	0			0		0
interactive short 6.4	cardinality unlimited void	true	0			0		0
interactive short 6.4	cardinality unlimited	true	0			0		0
interactive short 6.4	overhead simple	true	0			0		0
interactive short 6.4	overhead	true	0			0		0
interactive short 6.4	timeout 100 void simple	true	0			0		0
interactive short 6.4	timeout 100 void	true	0			0		0
interactive short 6.4	timeout 100	true	0			0		0
interactive short 6.4	timeout 1000 void simple	true	0			0		0
interactive short 6.4	timeout 1000 void	true	0			0		0
interactive short 6.4	timeout 1000	true	0			0		0
interactive short 6.4	timeout 10000 void simple	true	0			0		0
interactive short 6.4	timeout 10000 void	true	0			0		0
interactive short 6.4	timeout 10000	true	0			0		0
interactive short 6.4	timeout 2000 void simple	true	0			0		0
interactive short 6.4	timeout 2000 void	true	0			0		0
interactive short 6.4	timeout 2000	true	0			0		0
interactive short 6.4	timeout 20000 void simple	true	0			0		0
interactive short 6.4	timeout 20000 void	true	0			0		0
interactive short 6.4	timeout 20000	true	0			0		0
interactive short 6.4	timeout 5000 void simple	true	0			0		0
interactive short 6.4	timeout 5000 void	true	0			0		0
interactive short 6.4	timeout 5000	true	0			0		0
interactive short 7.0	baseline	true	0			0		0
interactive short 7.0	cardinality once void simple	true	0			0		0
interactive short 7.0	cardinality once void	true	0			0		0
interactive short 7.0	cardinality once	true	0			0		0
interactive short 7.0	cardinality unlimited void simple	true	0			0		0
interactive short 7.0	cardinality unlimited void	true	0			0		0
interactive short 7.0	cardinality unlimited	true	0			0		0
interactive short 7.0	overhead simple	true	0			0		0
interactive short 7.0	overhead	true	0			0		0
interactive short 7.0	timeout 100 void simple	true	19			0.533		0
interactive short 7.0	timeout 100 void	true	20			0.457		0
interactive short 7.0	timeout 100	true	19			0.501		0
interactive short 7.0	timeout 1000 void simple	true	93			1.369		0
interactive short 7.0	timeout 1000 void	true	89			1.671		0
interactive short 7.0	timeout 1000	true	133			1.728		0
interactive short 7.0	timeout 10000 void simple	true	513			10.493		0
interactive short 7.0	timeout 10000 void	true	595			10.637		0
interactive short 7.0	timeout 10000	true	560			10.47		0
interactive short 7.0	timeout 2000 void simple	true	133			2.584		0
interactive short 7.0	timeout 2000 void	true	165			3.032		0
interactive short 7.0	timeout 2000	true	160			2.665		0
interactive short 7.0	timeout 20000 void simple	true	994			20.518		0
interactive short 7.0	timeout 20000 void	true	1006			20.516		0
interactive short 7.0	timeout 20000	true	1035			20.615		0
interactive short 7.0	timeout 5000 void simple	true	296			5.511		0
interactive short 7.0	timeout 5000 void	true	338			5.526		0
interactive short 7.0	timeout 5000	true	261			5.826		0
interactive short 7.1	baseline	true	0			0		0
interactive short 7.1	cardinality once void simple	true	0			0		0
interactive short 7.1	cardinality once void	true	0			0		0
interactive short 7.1	cardinality once	true	0			0		0
interactive short 7.1	cardinality unlimited void simple	true	0			0		0
interactive short 7.1	cardinality unlimited void	true	0			0		0
interactive short 7.1	cardinality unlimited	true	0			0		0
interactive short 7.1	overhead simple	true	0			0		0
interactive short 7.1	overhead	true	0			0		0
interactive short 7.1	timeout 100 void simple	true	11			0.145		0
interactive short 7.1	timeout 100 void	true	55			0.349		0
interactive short 7.1	timeout 100	true	12			0.283		0
interactive short 7.1	timeout 1000 void simple	true	110			1.574		0
interactive short 7.1	timeout 1000 void	true	165			1.442		0
interactive short 7.1	timeout 1000	true	54			1.554		0
interactive short 7.1	timeout 10000 void simple	true	641			10.806		0
interactive short 7.1	timeout 10000 void	true	633			11.261		0
interactive short 7.1	timeout 10000	true	583			10.424		0
interactive short 7.1	timeout 2000 void simple	true	131			2.374		0
interactive short 7.1	timeout 2000 void	true	131			3.306		0
interactive short 7.1	timeout 2000	true	220			2.83		0
interactive short 7.1	timeout 20000 void simple	true	1137			20.458		0
interactive short 7.1	timeout 20000 void	true	1168			20.598		0
interactive short 7.1	timeout 20000	true	1269			20.69		0
interactive short 7.1	timeout 5000 void simple	true	443			6.469		0
interactive short 7.1	timeout 5000 void	true	374			5.797		0
interactive short 7.1	timeout 5000	true	400			5.723		0
interactive short 7.2	baseline	true	0			0		0
interactive short 7.2	cardinality once void simple	true	0			0		0
interactive short 7.2	cardinality once void	true	0			0		0
interactive short 7.2	cardinality once	true	0			0		0
interactive short 7.2	cardinality unlimited void simple	true	0			0		0
interactive short 7.2	cardinality unlimited void	true	0			0		0
interactive short 7.2	cardinality unlimited	true	0			0		0
interactive short 7.2	overhead simple	true	0			0		0
interactive short 7.2	overhead	true	0			0		0
interactive short 7.2	timeout 100 void simple	true	55			0.338		0
interactive short 7.2	timeout 100 void	true	167			0.496		0
interactive short 7.2	timeout 100	true	122			0.609		0
interactive short 7.2	timeout 1000 void simple	true	170			1.133		0
interactive short 7.2	timeout 1000 void	true	222			1.447		0
interactive short 7.2	timeout 1000	true	194			1.435		0
interactive short 7.2	timeout 10000 void simple	true	838			10.956		0
interactive short 7.2	timeout 10000 void	true	790			8.027		0
interactive short 7.2	timeout 10000	true	159			7.485		0
interactive short 7.2	timeout 2000 void simple	true	254			2.461		0
interactive short 7.2	timeout 2000 void	true	277			3.39		0
interactive short 7.2	timeout 2000	true	219			2.662		0
interactive short 7.2	timeout 20000 void simple	true	1289			21.184		0
interactive short 7.2	timeout 20000 void	true	1377			21.026		0
interactive short 7.2	timeout 20000	true	1244			20.801		0
interactive short 7.2	timeout 5000 void simple	true	352			6.523		0
interactive short 7.2	timeout 5000 void	true	457			6.487		0
interactive short 7.2	timeout 5000	true	327			6.023		0
interactive short 7.3	baseline	true	0			0		0
interactive short 7.3	cardinality once void simple	true	0			0		0
interactive short 7.3	cardinality once void	true	0			0		0
interactive short 7.3	cardinality once	true	0			0		0
interactive short 7.3	cardinality unlimited void simple	true	0			0		0
interactive short 7.3	cardinality unlimited void	true	0			0		0
interactive short 7.3	cardinality unlimited	true	0			0		0
interactive short 7.3	overhead simple	true	0			0		0
interactive short 7.3	overhead	true	0			0		0
interactive short 7.3	timeout 100 void simple	true	157			1.376		0
interactive short 7.3	timeout 100 void	true	10			0.168		0
interactive short 7.3	timeout 100	true	81			0.358		0
interactive short 7.3	timeout 1000 void simple	true	242			2.87		0
interactive short 7.3	timeout 1000 void	true	242			2.34		0
interactive short 7.3	timeout 1000	true	193			1.911		0
interactive short 7.3	timeout 10000 void simple	true	909			11.823		0
interactive short 7.3	timeout 10000 void	true	652			11.495		0
interactive short 7.3	timeout 10000	true	191			8.171		0
interactive short 7.3	timeout 2000 void simple	true	330			2.337		0
interactive short 7.3	timeout 2000 void	true	358			2.507		0
interactive short 7.3	timeout 2000	true	381			2.469		0
interactive short 7.3	timeout 20000 void simple	true	1361			21.123		0
interactive short 7.3	timeout 20000 void	true	1100			21.048		0
interactive short 7.3	timeout 20000	true	1341			21.299		0
interactive short 7.3	timeout 5000 void simple	true	493			6.218		0
interactive short 7.3	timeout 5000 void	true	596			5.626		0
interactive short 7.3	timeout 5000	true	394			4.661		0
interactive short 7.4	baseline	true	0			0		0
interactive short 7.4	cardinality once void simple	true	0			0		0
interactive short 7.4	cardinality once void	true	0			0		0
interactive short 7.4	cardinality once	true	0			0		0
interactive short 7.4	cardinality unlimited void simple	true	0			0		0
interactive short 7.4	cardinality unlimited void	true	0			0		0
interactive short 7.4	cardinality unlimited	true	0			0		0
interactive short 7.4	overhead simple	true	0			0		0
interactive short 7.4	overhead	true	0			0		0
interactive short 7.4	timeout 100 void simple	true	45			0.399		0
interactive short 7.4	timeout 100 void	true	29			0.844		0
interactive short 7.4	timeout 100	true	29			0.578		0
interactive short 7.4	timeout 1000 void simple	true	172			1.411		0
interactive short 7.4	timeout 1000 void	true	252			2.308		0
interactive short 7.4	timeout 1000	true	209			2.045		0
interactive short 7.4	timeout 10000 void simple	true	694			12.425		0
interactive short 7.4	timeout 10000 void	true	897			11.804		0
interactive short 7.4	timeout 10000	true	697			8.372		0
interactive short 7.4	timeout 2000 void simple	true	329			3.225		0
interactive short 7.4	timeout 2000 void	true	247			2.928		0
interactive short 7.4	timeout 2000	true	380			3.202		0
interactive short 7.4	timeout 20000 void simple	true	1436			21.367		0
interactive short 7.4	timeout 20000 void	true	1351			21.247		0
interactive short 7.4	timeout 20000	true	1429			21.207		0
interactive short 7.4	timeout 5000 void simple	true	938			8.135		0
interactive short 7.4	timeout 5000 void	true	819			7.155		0
interactive short 7.4	timeout 5000	true	634			6.783		0
